zip,county,pop
36008,1001,54590
36749,1001,54590
36022,1001,54590
36003,1001,54590
36066,1001,54590
36068,1001,54590
36091,1001,54590
36006,1001,54590
36703,1001,54590
36067,1001,54590
36051,1001,54590
36758,1001,54590
36555,1003,183226
36547,1003,183226
36550,1003,183226
36567,1003,183226
36574,1003,183226
36559,1003,183226
36526,1003,183226
36561,1003,183226
36578,1003,183226
36536,1003,183226
36532,1003,183226
36564,1003,183226
36580,1003,183226
36577,1003,183226
36507,1003,183226
36562,1003,183226
36533,1003,183226
36511,1003,183226
36549,1003,183226
36579,1003,183226
36527,1003,183226
36551,1003,183226
36576,1003,183226
36535,1003,183226
36542,1003,183226
36502,1003,183226
36530,1003,183226
36311,1005,27469
36317,1005,27469
36048,1005,27469
36017,1005,27469
36027,1005,27469
36374,1005,27469
36016,1005,27469
36053,1005,27469
35034,1007,22769
35042,1007,22769
35456,1007,22769
35111,1007,22769
36793,1007,22769
35115,1007,22769
35184,1007,22769
35035,1007,22769
36750,1007,22769
35074,1007,22769
35188,1007,22769
36792,1007,22769
35126,1009,57466
35049,1009,57466
35172,1009,57466
35016,1009,57466
35097,1009,57466
35146,1009,57466
35121,1009,57466
35063,1009,57466
35079,1009,57466
35952,1009,57466
35180,1009,57466
35013,1009,57466
35957,1009,57466
35133,1009,57466
35031,1009,57466
35980,1009,57466
35976,1009,57466
36052,1011,10779
36031,1011,10779
36053,1011,10779
36089,1011,10779
36029,1011,10779
36005,1011,10779
36037,1013,20730
36042,1013,20730
36032,1013,20730
36030,1013,20730
36456,1013,20730
36033,1013,20730
36015,1013,20730
36071,1013,20730
36203,1015,117834
36277,1015,117834
36201,1015,117834
36206,1015,117834
36260,1015,117834
36272,1015,117834
36202,1015,117834
36250,1015,117834
36279,1015,117834
35905,1015,117834
35096,1015,117834
36254,1015,117834
36257,1015,117834
36265,1015,117834
36253,1015,117834
36205,1015,117834
36207,1015,117834
36204,1015,117834
36271,1015,117834
36854,1017,34228
36850,1017,34228
36801,1017,34228
36879,1017,34228
36276,1017,34228
36855,1017,34228
36862,1017,34228
36852,1017,34228
36863,1017,34228
36274,1017,34228
36272,1019,25917
35973,1019,25917
35959,1019,25917
35960,1019,25917
35901,1019,25917
35967,1019,25917
35903,1019,25917
36275,1019,25917
35983,1019,25917
35984,1019,25917
35961,1019,25917
36091,1021,43611
36758,1021,43611
35171,1021,43611
35045,1021,43611
35046,1021,43611
36750,1021,43611
36792,1021,43611
36793,1021,43611
36051,1021,43611
36790,1021,43611
35040,1021,43611
35085,1021,43611
35115,1021,43611
36006,1021,43611
36913,1023,13838
36922,1023,13838
36910,1023,13838
36908,1023,13838
36904,1023,13838
36921,1023,13838
36915,1023,13838
36919,1023,13838
36916,1023,13838
36912,1023,13838
36727,1025,25768
36540,1025,25768
36545,1025,25768
36524,1025,25768
36784,1025,25768
36451,1025,25768
36436,1025,25768
36482,1025,25768
36446,1025,25768
36267,1027,13828
36268,1027,13828
36276,1027,13828
36251,1027,13828
35072,1027,13828
36266,1027,13828
35160,1027,13828
35082,1027,13828
36255,1027,13828
36258,1027,13828
36256,1027,13828
36258,1029,14905
36261,1029,14905
36268,1029,14905
36269,1029,14905
36207,1029,14905
36272,1029,14905
36273,1029,14905
36262,1029,14905
36264,1029,14905
36477,1031,49966
36351,1031,49966
36010,1031,49966
36346,1031,49966
36323,1031,49966
36009,1031,49966
36034,1031,49966
36079,1031,49966
36453,1031,49966
36318,1031,49966
36330,1031,49966
36311,1031,49966
36322,1031,49966
36316,1031,49966
36467,1031,49966
35661,1033,54451
35660,1033,54451
35582,1033,54451
35646,1033,54451
35672,1033,54451
35674,1033,54451
35616,1033,54451
35653,1033,54451
35654,1033,54451
36033,1035,13188
36475,1035,13188
36473,1035,13188
36454,1035,13188
36426,1035,13188
36460,1035,13188
36401,1035,13188
36471,1035,13188
36429,1035,13188
36502,1035,13188
36432,1035,13188
35183,1037,11305
35089,1037,11305
36080,1037,11305
35010,1037,11305
35136,1037,11305
35150,1037,11305
35046,1037,11305
35072,1037,11305
36026,1037,11305
35151,1037,11305
36467,1039,37803
36477,1039,37803
36483,1039,37803
36421,1039,37803
36474,1039,37803
36453,1039,37803
36038,1039,37803
36028,1039,37803
36420,1039,37803
36455,1039,37803
36476,1039,37803
36442,1039,37803
36467,1041,13971
36042,1041,13971
36034,1041,13971
36009,1041,13971
36041,1041,13971
36071,1041,13971
36323,1041,13971
36028,1041,13971
36049,1041,13971
36036,1041,13971
36035,1041,13971
36037,1041,13971
36046,1041,13971
35098,1043,80403
35016,1043,80403
35057,1043,80403
35541,1043,80403
35540,1043,80403
35976,1043,80403
35619,1043,80403
35033,1043,80403
35179,1043,80403
35056,1043,80403
35083,1043,80403
35055,1043,80403
35053,1043,80403
35070,1043,80403
35077,1043,80403
35058,1043,80403
35621,1043,80403
35087,1043,80403
35622,1043,80403
35019,1043,80403
36371,1045,50129
36353,1045,50129
36352,1045,50129
36345,1045,50129
36360,1045,50129
36374,1045,50129
36322,1045,50129
36303,1045,50129
36350,1045,50129
36311,1045,50129
36317,1045,50129
36330,1045,50129
36362,1045,50129
36775,1047,43572
36758,1047,43572
36767,1047,43572
36703,1047,43572
36761,1047,43572
36773,1047,43572
36759,1047,43572
36785,1047,43572
36749,1047,43572
36701,1047,43572
35984,1049,70949
35989,1049,70949
35979,1049,70949
35968,1049,70949
35765,1049,70949
35963,1049,70949
35954,1049,70949
35975,1049,70949
35966,1049,70949
35978,1049,70949
35956,1049,70949
35962,1049,70949
35988,1049,70949
35974,1049,70949
35971,1049,70949
35981,1049,70949
35967,1049,70949
35951,1049,70949
35771,1049,70949
35959,1049,70949
35986,1049,70949
35961,1049,70949
35957,1049,70949
35983,1049,70949
36022,1051,79330
36078,1051,79330
36080,1051,79330
36026,1051,79330
35010,1051,79330
36092,1051,79330
36025,1051,79330
36020,1051,79330
36054,1051,79330
36051,1051,79330
36066,1051,79330
36093,1051,79330
36024,1051,79330
36502,1053,38122
36420,1053,38122
36432,1053,38122
36503,1053,38122
36426,1053,38122
36483,1053,38122
36562,1053,38122
36441,1053,38122
36543,1053,38122
35957,1055,104317
35121,1055,104317
35903,1055,104317
35952,1055,104317
35956,1055,104317
35904,1055,104317
35907,1055,104317
35954,1055,104317
35961,1055,104317
36271,1055,104317
36272,1055,104317
35972,1055,104317
35906,1055,104317
35901,1055,104317
35990,1055,104317
35905,1055,104317
35542,1057,17219
35549,1057,17219
35594,1057,17219
35546,1057,17219
35563,1057,17219
35555,1057,17219
35574,1057,17219
35545,1057,17219
35554,1057,17219
35559,1057,17219
35564,1059,31664
35653,1059,31664
35654,1059,31664
35582,1059,31664
35565,1059,31664
35581,1059,31664
35585,1059,31664
35593,1059,31664
35571,1059,31664
36340,1061,26769
36322,1061,26769
36313,1061,26769
36318,1061,26769
36477,1061,26769
36316,1061,26769
36314,1061,26769
36352,1061,26769
36349,1061,26769
36344,1061,26769
36301,1061,26769
36453,1061,26769
36375,1061,26769
36305,1061,26769
35480,1063,9067
35462,1063,9067
36740,1063,9067
35469,1063,9067
35491,1063,9067
35448,1063,9067
35443,1063,9067
36776,1065,15750
35441,1065,15750
36765,1065,15750
36742,1065,15750
35474,1065,15750
36738,1065,15750
36744,1065,15750
36319,1067,17275
36310,1067,17275
36317,1067,17275
36350,1067,17275
36345,1067,17275
36373,1067,17275
36303,1067,17275
36353,1067,17275
36321,1069,101459
36312,1069,101459
36370,1069,101459
36305,1069,101459
36343,1069,101459
36350,1069,101459
36320,1069,101459
36302,1069,101459
36303,1069,101459
36319,1069,101459
36345,1069,101459
36352,1069,101459
36301,1069,101459
36376,1069,101459
36375,1069,101459
35966,1071,53279
35748,1071,53279
35755,1071,53279
35774,1071,53279
35751,1071,53279
35776,1071,53279
35740,1071,53279
35768,1071,53279
35765,1071,53279
35771,1071,53279
35772,1071,53279
35745,1071,53279
35978,1071,53279
35958,1071,53279
35744,1071,53279
35746,1071,53279
35766,1071,53279
35769,1071,53279
35979,1071,53279
35752,1071,53279
35764,1071,53279
35111,1073,658464
35123,1073,658464
35213,1073,658464
35266,1073,658464
35253,1073,658464
35210,1073,658464
35006,1073,658464
35244,1073,658464
35224,1073,658464
35229,1073,658464
35204,1073,658464
35295,1073,658464
35146,1073,658464
35148,1073,658464
35126,1073,658464
35133,1073,658464
35232,1073,658464
35202,1073,658464
35061,1073,658464
35242,1073,658464
35062,1073,658464
35130,1073,658464
35173,1073,658464
35064,1073,658464
35022,1073,658464
35142,1073,658464
35181,1073,658464
35201,1073,658464
35203,1073,658464
35208,1073,658464
35211,1073,658464
35215,1073,658464
35218,1073,658464
35260,1073,658464
35228,1073,658464
35234,1073,658464
35261,1073,658464
35172,1073,658464
35207,1073,658464
35236,1073,658464
35243,1073,658464
35048,1073,658464
35219,1073,658464
35270,1073,658464
35235,1073,658464
35005,1073,658464
35036,1073,658464
35294,1073,658464
35015,1073,658464
35071,1073,658464
35293,1073,658464
35226,1073,658464
35216,1073,658464
35231,1073,658464
35116,1073,658464
35212,1073,658464
35205,1073,658464
35091,1073,658464
35139,1073,658464
35255,1073,658464
35063,1073,658464
35254,1073,658464
35249,1073,658464
35117,1073,658464
35020,1073,658464
35068,1073,658464
35233,1073,658464
35259,1073,658464
35094,1073,658464
35221,1073,658464
35118,1073,658464
35214,1073,658464
35209,1073,658464
35217,1073,658464
35073,1073,658464
35285,1073,658464
35119,1073,658464
35206,1073,658464
35021,1073,658464
35060,1073,658464
35180,1073,658464
35444,1073,658464
35023,1073,658464
35223,1073,658464
35222,1073,658464
35127,1073,658464
35079,1073,658464
35576,1075,14513
35563,1075,14513
35586,1075,14513
35555,1075,14513
35544,1075,14513
35552,1075,14513
35592,1075,14513
35574,1075,14513
35570,1075,14513
35610,1077,92528
35645,1077,92528
35633,1077,92528
35648,1077,92528
35631,1077,92528
35617,1077,92528
35630,1077,92528
35677,1077,92528
35652,1077,92528
35634,1077,92528
35614,1077,92528
35632,1077,92528
35618,1079,34148
35619,1079,34148
35672,1079,34148
35654,1079,34148
35603,1079,34148
35650,1079,34148
35673,1079,34148
35643,1079,34148
35651,1079,34148
36852,1081,140938
36867,1081,140938
36874,1081,140938
36866,1081,140938
36801,1081,140938
36854,1081,140938
36804,1081,140938
36865,1081,140938
36831,1081,140938
36879,1081,140938
36830,1081,140938
36870,1081,140938
36832,1081,140938
36849,1081,140938
36850,1081,140938
36877,1081,140938
35742,1083,83313
35749,1083,83313
35652,1083,83313
35610,1083,83313
35615,1083,83313
35739,1083,83313
35647,1083,83313
35611,1083,83313
35613,1083,83313
35649,1083,83313
35671,1083,83313
35756,1083,83313
35773,1083,83313
35620,1083,83313
35614,1083,83313
35757,1083,83313
36040,1085,11304
36752,1085,11304
36047,1085,11304
36775,1085,11304
36701,1085,11304
36785,1085,11304
36761,1085,11304
36043,1085,11304
36032,1085,11304
36075,1087,21214
36089,1087,21214
36087,1087,21214
36083,1087,21214
36830,1087,21214
36039,1087,21214
36832,1087,21214
36029,1087,21214
36860,1087,21214
36866,1087,21214
36804,1087,21214
36078,1087,21214
36088,1087,21214
36013,1087,21214
35810,1089,334661
35893,1089,334661
35739,1089,334661
35750,1089,334661
35894,1089,334661
35896,1089,334661
35808,1089,334661
35815,1089,334661
35813,1089,334661
35809,1089,334661
35767,1089,334661
35776,1089,334661
35816,1089,334661
35757,1089,334661
35756,1089,334661
35812,1089,334661
35760,1089,334661
35749,1089,334661
35814,1089,334661
35801,1089,334661
35805,1089,334661
35895,1089,334661
35899,1089,334661
35763,1089,334661
35741,1089,334661
35759,1089,334661
35811,1089,334661
35806,1089,334661
35758,1089,334661
35807,1089,334661
35802,1089,334661
35897,1089,334661
35804,1089,334661
35773,1089,334661
35898,1089,334661
35803,1089,334661
35748,1089,334661
35762,1089,334661
35761,1089,334661
35824,1089,334661
36764,1091,20909
36754,1091,20909
36763,1091,20909
36732,1091,20909
36748,1091,20909
36784,1091,20909
36773,1091,20909
36728,1091,20909
36742,1091,20909
36783,1091,20909
36738,1091,20909
36722,1091,20909
36736,1091,20909
36745,1091,20909
36786,1091,20909
36769,1091,20909
36782,1091,20909
35565,1093,30641
35548,1093,30641
35564,1093,30641
35563,1093,30641
35571,1093,30641
35581,1093,30641
35570,1093,30641
35593,1093,30641
35594,1093,30641
35552,1093,30641
35543,1093,30641
35554,1093,30641
35755,1095,93070
35087,1095,93070
35980,1095,93070
35776,1095,93070
35754,1095,93070
35956,1095,93070
35016,1095,93070
35951,1095,93070
35950,1095,93070
35962,1095,93070
35976,1095,93070
35747,1095,93070
35175,1095,93070
35964,1095,93070
35952,1095,93070
35760,1095,93070
35957,1095,93070
35975,1095,93070
35769,1095,93070
36512,1097,412297
36525,1097,412297
36652,1097,412297
36619,1097,412297
36675,1097,412297
36640,1097,412297
36612,1097,412297
36509,1097,412297
36572,1097,412297
36608,1097,412297
36617,1097,412297
36604,1097,412297
36618,1097,412297
36602,1097,412297
36633,1097,412297
36613,1097,412297
36688,1097,412297
36616,1097,412297
36605,1097,412297
36521,1097,412297
36541,1097,412297
36663,1097,412297
36603,1097,412297
36571,1097,412297
36560,1097,412297
36523,1097,412297
36544,1097,412297
36601,1097,412297
36691,1097,412297
36695,1097,412297
36693,1097,412297
36582,1097,412297
36568,1097,412297
36505,1097,412297
36689,1097,412297
36590,1097,412297
36606,1097,412297
36611,1097,412297
36644,1097,412297
36528,1097,412297
36610,1097,412297
36615,1097,412297
36587,1097,412297
36607,1097,412297
36609,1097,412297
36685,1097,412297
36522,1097,412297
36660,1097,412297
36670,1097,412297
36575,1097,412297
36458,1099,22993
36502,1099,22993
36482,1099,22993
36444,1099,22993
36470,1099,22993
36425,1099,22993
36439,1099,22993
36401,1099,22993
36471,1099,22993
36481,1099,22993
36445,1099,22993
36480,1099,22993
36475,1099,22993
36460,1099,22993
36120,1101,229376
36119,1101,229376
36113,1101,229376
36046,1101,229376
36117,1101,229376
36105,1101,229376
36131,1101,229376
36123,1101,229376
36104,1101,229376
36047,1101,229376
36124,1101,229376
36125,1101,229376
36101,1101,229376
36115,1101,229376
36054,1101,229376
36121,1101,229376
36109,1101,229376
36043,1101,229376
36106,1101,229376
36102,1101,229376
36114,1101,229376
36103,1101,229376
36111,1101,229376
36108,1101,229376
36036,1101,229376
36041,1101,229376
36057,1101,229376
36110,1101,229376
36107,1101,229376
36116,1101,229376
36013,1101,229376
36065,1101,229376
36112,1101,229376
36064,1101,229376
36052,1101,229376
36069,1101,229376
36130,1101,229376
36029,1101,229376
35775,1103,119330
35601,1103,119330
35179,1103,119330
35016,1103,119330
35019,1103,119330
35619,1103,119330
35603,1103,119330
35670,1103,119330
35673,1103,119330
35754,1103,119330
35175,1103,119330
35087,1103,119330
35640,1103,119330
35621,1103,119330
35622,1103,119330
36786,1105,10525
36759,1105,10525
36728,1105,10525
36765,1105,10525
36756,1105,10525
35576,1107,19646
35555,1107,19646
35481,1107,19646
35471,1107,19646
35461,1107,19646
35466,1107,19646
35574,1107,19646
35447,1107,19646
35442,1107,19646
36005,1109,32750
36089,1109,32750
36035,1109,32750
36081,1109,32750
36010,1109,32750
36034,1109,32750
36082,1109,32750
36079,1109,32750
36263,1111,22843
36258,1111,22843
36264,1111,22843
36266,1111,22843
36274,1111,22843
36280,1111,22843
36278,1111,22843
36276,1111,22843
36877,1113,53938
36027,1113,53938
36867,1113,53938
36868,1113,53938
36851,1113,53938
36860,1113,53938
36869,1113,53938
36871,1113,53938
36804,1113,53938
36856,1113,53938
36858,1113,53938
36874,1113,53938
36870,1113,53938
36875,1113,53938
35094,1115,83530
35120,1115,83530
35987,1115,83530
35178,1115,83530
35052,1115,83530
35182,1115,83530
35131,1115,83530
35121,1115,83530
35054,1115,83530
35112,1115,83530
35953,1115,83530
35135,1115,83530
35173,1115,83530
35146,1115,83530
35004,1115,83530
35125,1115,83530
35906,1115,83530
35128,1115,83530
35972,1115,83530
35133,1115,83530
35094,1117,195237
35040,1117,195237
35080,1117,195237
35043,1117,195237
35216,1117,195237
35128,1117,195237
35124,1117,195237
35022,1117,195237
35115,1117,195237
35078,1117,195237
35143,1117,195237
35137,1117,195237
35185,1117,195237
35114,1117,195237
35186,1117,195237
35242,1117,195237
35007,1117,195237
35243,1117,195237
35244,1117,195237
35187,1117,195237
35238,1117,195237
35176,1117,195237
35051,1117,195237
35035,1117,195237
35147,1117,195237
35178,1117,195237
36922,1119,13669
35442,1119,13669
35464,1119,13669
35477,1119,13669
35460,1119,13669
35470,1119,13669
36907,1119,13669
36901,1119,13669
36925,1119,13669
35459,1119,13669
36203,1121,82194
35072,1121,82194
35044,1121,82194
35149,1121,82194
35160,1121,82194
35151,1121,82194
35150,1121,82194
36260,1121,82194
35096,1121,82194
36268,1121,82194
35014,1121,82194
35032,1121,82194
36256,1123,41534
36853,1123,41534
36078,1123,41534
36276,1123,41534
36255,1123,41534
35089,1123,41534
36879,1123,41534
36861,1123,41534
35072,1123,41534
36866,1123,41534
35010,1123,41534
36850,1123,41534
35006,1125,194254
35490,1125,194254
35188,1125,194254
35184,1125,194254
35404,1125,194254
35469,1125,194254
35402,1125,194254
35546,1125,194254
35466,1125,194254
35449,1125,194254
35453,1125,194254
35446,1125,194254
35403,1125,194254
35468,1125,194254
35444,1125,194254
35111,1125,194254
35407,1125,194254
35457,1125,194254
35440,1125,194254
35406,1125,194254
35486,1125,194254
35452,1125,194254
35463,1125,194254
35475,1125,194254
35478,1125,194254
35482,1125,194254
35480,1125,194254
35401,1125,194254
35458,1125,194254
35579,1125,194254
35555,1125,194254
35456,1125,194254
35405,1125,194254
35474,1125,194254
35476,1125,194254
35473,1125,194254
35546,1127,67016
35033,1127,67016
35579,1127,67016
35560,1127,67016
35148,1127,67016
35573,1127,67016
35578,1127,67016
35580,1127,67016
35006,1127,67016
35549,1127,67016
35063,1127,67016
35584,1127,67016
35554,1127,67016
35587,1127,67016
35502,1127,67016
35062,1127,67016
35038,1127,67016
35504,1127,67016
35130,1127,67016
35550,1127,67016
35503,1127,67016
35501,1127,67016
36569,1129,17407
36529,1129,17407
36548,1129,17407
36553,1129,17407
36558,1129,17407
36583,1129,17407
36556,1129,17407
36513,1129,17407
36539,1129,17407
36538,1129,17407
36584,1129,17407
36581,1129,17407
36585,1129,17407
36518,1129,17407
36728,1131,11706
36722,1131,11706
36726,1131,11706
36723,1131,11706
36720,1131,11706
36435,1131,11706
36783,1131,11706
36753,1131,11706
36751,1131,11706
36784,1131,11706
36766,1131,11706
36768,1131,11706
36769,1131,11706
36761,1131,11706
36741,1131,11706
35551,1133,24432
35572,1133,24432
35565,1133,24432
35553,1133,24432
35578,1133,24432
35577,1133,24432
35053,1133,24432
35098,1133,24432
35540,1133,24432
35554,1133,24432
35503,1133,24432
35575,1133,24432
35541,1133,24432
35179,1133,24432
99612,2013,3114
99571,2013,3114
99583,2013,3114
99553,2013,3114
99661,2013,3114
99692,2016,5507
99546,2016,5507
99685,2016,5507
99660,2016,5507
99591,2016,5507
99638,2016,5507
99547,2016,5507
99521,2020,291470
99530,2020,291470
99529,2020,291470
99507,2020,291470
99577,2020,291470
99511,2020,291470
99522,2020,291470
99567,2020,291470
99599,2020,291470
99518,2020,291470
99519,2020,291470
99513,2020,291470
99503,2020,291470
99509,2020,291470
99524,2020,291470
99523,2020,291470
99508,2020,291470
99520,2020,291470
99587,2020,291470
99502,2020,291470
99515,2020,291470
99516,2020,291470
99540,2020,291470
99517,2020,291470
99510,2020,291470
99501,2020,291470
99505,2020,291470
99506,2020,291470
99514,2020,291470
99504,2020,291470
99545,2050,17184
99559,2050,17184
99563,2050,17184
99690,2050,17184
99622,2050,17184
99656,2050,17184
99589,2050,17184
99637,2050,17184
99621,2050,17184
99626,2050,17184
99607,2050,17184
99552,2050,17184
99609,2050,17184
99578,2050,17184
99668,2050,17184
99557,2050,17184
99680,2050,17184
99655,2050,17184
99641,2050,17184
99681,2050,17184
99614,2050,17184
99575,2050,17184
99679,2050,17184
99651,2050,17184
99634,2050,17184
99630,2050,17184
99561,2050,17184
99551,2050,17184
99633,2060,929
99670,2060,929
99613,2060,929
99744,2068,1917
99755,2068,1917
99743,2068,1917
99729,2068,1917
99636,2070,4887
99576,2070,4887
99628,2070,4887
99580,2070,4887
99555,2070,4887
99678,2070,4887
99569,2070,4887
99714,2090,97523
99708,2090,97523
99725,2090,97523
99702,2090,97523
99709,2090,97523
99775,2090,97523
99790,2090,97523
99707,2090,97523
99712,2090,97523
99701,2090,97523
99706,2090,97523
99703,2090,97523
99705,2090,97523
99827,2100,2500
99820,2105,2153
99826,2105,2153
99825,2105,2153
99841,2105,2153
99829,2105,2153
99832,2105,2153
99824,2110,31636
99811,2110,31636
99801,2110,31636
99611,2122,55474
99663,2122,55474
99610,2122,55474
99568,2122,55474
99605,2122,55474
99631,2122,55474
99664,2122,55474
99572,2122,55474
99556,2122,55474
99682,2122,55474
99635,2122,55474
99672,2122,55474
99669,2122,55474
99639,2122,55474
99603,2122,55474
99928,2130,13525
99901,2130,13525
99918,2130,13525
99550,2150,13710
99615,2150,13710
99644,2150,13710
99643,2150,13710
99608,2150,13710
99624,2150,13710
99625,2164,1551
99649,2164,1551
99565,2164,1551
99606,2164,1551
99549,2164,1551
99579,2164,1551
99653,2164,1551
99647,2164,1551
99648,2164,1551
99548,2164,1551
99564,2164,1551
99640,2164,1551
99694,2170,89319
99654,2170,89319
99687,2170,89319
99683,2170,89319
99645,2170,89319
99667,2170,89319
99623,2170,89319
99676,2170,89319
99688,2170,89319
99652,2170,89319
99674,2170,89319
99762,2180,9580
99772,2180,9580
99784,2180,9580
99671,2180,9580
99778,2180,9580
99742,2180,9580
99739,2180,9580
99753,2180,9580
99659,2180,9580
99785,2180,9580
99771,2180,9580
99769,2180,9580
99684,2180,9580
99783,2180,9580
99759,2185,9317
99791,2185,9317
99723,2185,9317
99747,2185,9317
99782,2185,9317
99734,2185,9317
99766,2185,9317
99789,2185,9317
99721,2185,9317
99761,2188,7601
99736,2188,7601
99751,2188,7601
99752,2188,7601
99727,2188,7601
99763,2188,7601
99786,2188,7601
99749,2188,7601
99770,2188,7601
99750,2188,7601
99773,2188,7601
99830,2195,3822
99836,2195,3822
99833,2195,3822
99923,2198,5603
99919,2198,5603
99925,2198,5603
99921,2198,5603
99927,2198,5603
99922,2198,5603
99926,2198,5603
99835,2220,8909
99840,2230,1050
99731,2240,7039
99738,2240,7039
99764,2240,7039
99780,2240,7039
99732,2240,7039
99776,2240,7039
99737,2240,7039
99693,2261,9614
99566,2261,9614
99686,2261,9614
99588,2261,9614
99574,2261,9614
99586,2261,9614
99573,2261,9614
99677,2261,9614
99632,2270,7556
99650,2270,7556
99585,2270,7556
99620,2270,7556
99658,2270,7556
99604,2270,7556
99657,2270,7556
99554,2270,7556
99581,2270,7556
99666,2270,7556
99662,2270,7556
99929,2275,2368
99903,2275,2368
99689,2282,644
99602,2290,5637
99748,2290,5637
99740,2290,5637
99781,2290,5637
99756,2290,5637
99765,2290,5637
99704,2290,5637
99665,2290,5637
99746,2290,5637
99590,2290,5637
99768,2290,5637
99691,2290,5637
99724,2290,5637
99726,2290,5637
99675,2290,5637
99741,2290,5637
99760,2290,5637
99754,2290,5637
99774,2290,5637
99733,2290,5637
99730,2290,5637
99788,2290,5637
99758,2290,5637
99722,2290,5637
99720,2290,5637
99767,2290,5637
99757,2290,5637
99558,2290,5637
99745,2290,5637
99627,2290,5637
99777,2290,5637
85924,4001,71618
85938,4001,71618
86507,4001,71618
85940,4001,71618
86538,4001,71618
85936,4001,71618
86535,4001,71618
86506,4001,71618
86508,4001,71618
86504,4001,71618
86515,4001,71618
86540,4001,71618
85930,4001,71618
86514,4001,71618
86547,4001,71618
85932,4001,71618
86511,4001,71618
85901,4001,71618
86545,4001,71618
85920,4001,71618
86556,4001,71618
85925,4001,71618
86505,4001,71618
86503,4001,71618
86544,4001,71618
86512,4001,71618
85927,4001,71618
86502,4001,71618
85610,4003,131118
85607,4003,131118
85605,4003,131118
85606,4003,131118
85617,4003,131118
85632,4003,131118
85603,4003,131118
85650,4003,131118
85625,4003,131118
85643,4003,131118
85630,4003,131118
85626,4003,131118
85602,4003,131118
85638,4003,131118
85636,4003,131118
85627,4003,131118
85615,4003,131118
85620,4003,131118
85609,4003,131118
85635,4003,131118
85616,4003,131118
85613,4003,131118
86038,4005,134011
86022,4005,134011
85928,4005,134011
86003,4005,134011
86047,4005,134011
86045,4005,134011
86020,4005,134011
86435,4005,134011
86040,4005,134011
86004,4005,134011
86015,4005,134011
86018,4005,134011
86053,4005,134011
86339,4005,134011
86024,4005,134011
86052,4005,134011
86016,4005,134011
85931,4005,134011
86023,4005,134011
86336,4005,134011
86046,4005,134011
86017,4005,134011
86001,4005,134011
86011,4005,134011
86002,4005,134011
86044,4005,134011
86036,4005,134011
85541,4007,53436
85532,4007,53436
85542,4007,53436
85192,4007,53436
85553,4007,53436
85554,4007,53436
85544,4007,53436
85545,4007,53436
85501,4007,53436
85539,4007,53436
85135,4007,53436
85536,4009,37115
85548,4009,37115
85550,4009,37115
85552,4009,37115
85551,4009,37115
85643,4009,37115
85546,4009,37115
85535,4009,37115
85531,4009,37115
85530,4009,37115
85543,4009,37115
85534,4011,8592
85540,4011,8592
85922,4011,8592
85533,4011,8592
85348,4012,20460
85344,4012,20460
85357,4012,20460
85334,4012,20460
85346,4012,20460
85328,4012,20460
85325,4012,20460
85019,4013,3.80E+06
85008,4013,3.80E+06
85044,4013,3.80E+06
85054,4013,3.80E+06
85067,4013,3.80E+06
85225,4013,3.80E+06
85086,4013,3.80E+06
85032,4013,3.80E+06
85246,4013,3.80E+06
85040,4013,3.80E+06
85069,4013,3.80E+06
85264,4013,3.80E+06
85285,4013,3.80E+06
85387,4013,3.80E+06
85147,4013,3.80E+06
85306,4013,3.80E+06
85320,4013,3.80E+06
85207,4013,3.80E+06
85035,4013,3.80E+06
85036,4013,3.80E+06
85372,4013,3.80E+06
85014,4013,3.80E+06
85007,4013,3.80E+06
85375,4013,3.80E+06
85024,4013,3.80E+06
85209,4013,3.80E+06
85343,4013,3.80E+06
85256,4013,3.80E+06
85284,4013,3.80E+06
85120,4013,3.80E+06
85385,4013,3.80E+06
85074,4013,3.80E+06
85262,4013,3.80E+06
85253,4013,3.80E+06
85076,4013,3.80E+06
85251,4013,3.80E+06
85063,4013,3.80E+06
85082,4013,3.80E+06
85202,4013,3.80E+06
85342,4013,3.80E+06
85311,4013,3.80E+06
85005,4013,3.80E+06
85298,4013,3.80E+06
85004,4013,3.80E+06
85280,4013,3.80E+06
85224,4013,3.80E+06
85326,4013,3.80E+06
85034,4013,3.80E+06
85345,4013,3.80E+06
85061,4013,3.80E+06
85060,4013,3.80E+06
85078,4013,3.80E+06
85260,4013,3.80E+06
85211,4013,3.80E+06
85257,4013,3.80E+06
85016,4013,3.80E+06
85028,4013,3.80E+06
85309,4013,3.80E+06
85302,4013,3.80E+06
85206,4013,3.80E+06
85001,4013,3.80E+06
85029,4013,3.80E+06
85236,4013,3.80E+06
85121,4013,3.80E+06
85079,4013,3.80E+06
85301,4013,3.80E+06
85354,4013,3.80E+06
85205,4013,3.80E+06
85003,4013,3.80E+06
85361,4013,3.80E+06
85212,4013,3.80E+06
85353,4013,3.80E+06
85022,4013,3.80E+06
85392,4013,3.80E+06
85355,4013,3.80E+06
85244,4013,3.80E+06
85139,4013,3.80E+06
85373,4013,3.80E+06
85023,4013,3.80E+06
85087,4013,3.80E+06
85012,4013,3.80E+06
85258,4013,3.80E+06
85201,4013,3.80E+06
85031,4013,3.80E+06
85142,4013,3.80E+06
85037,4013,3.80E+06
85312,4013,3.80E+06
85046,4013,3.80E+06
85216,4013,3.80E+06
85305,4013,3.80E+06
85377,4013,3.80E+06
85048,4013,3.80E+06
